mainaccord1,Gender,mainaccord5,Rating Count,all_notes,mainaccord2,embedding_text,Rating Value,Year,mainaccord4,Brand,embedding_id,Perfume,mainaccord3,t5_description,url
sweet,women,woody,43,"['coriander', 'lemon', 'orange', 'strawberry', 'violet', 'spun sugar', 'raspberry', 'vanilla', 'musk', 'sandalwood', 'palisander rosewood', 'tolu balsam', 'amber']",powdery,"Accords: sweet, powdery, fruity. Notes: coriander, lemon, orange, strawberry, violet, spun sugar, raspberry, vanilla. Profile: It smells like a spice market at dawn — citrus peel mixed with white flowers, then soft vanilla and powdered sugar, finishing with something earthy and slightly floral..","2,95",2017.0,vanilla,brocard,44,erato,fruity,"It smells like a spice market at dawn — citrus peel mixed with white flowers, then soft vanilla and powdered sugar, finishing with something earthy and slightly floral.",https://www.fragrantica.com/perfume/brocard/erato-46550.html
amber,unisex,soapy,395,"['aldehydes', 'frankincense', 'amber']",aldehydic,"Accords: amber, aldehydic, fresh. Notes: aldehydes, frankincense, amber. Profile: It smells like a perfumer's desk at dawn — aldehydes mixed with frankincense, and something faintly amber underneath..","2,96",2024.0,fresh spicy,dior,45,new-look-2024,fresh,"It smells like a perfumer's desk at dawn — aldehydes mixed with frankincense, and something faintly amber underneath.",https://www.fragrantica.com/perfume/dior/new-look-2024-88939.html
white floral,women,lactonic,26,"['fig leaf', 'guava', 'coriander', 'grapefruit', 'gardenia', 'jasmine', 'magnolia', 'chamomile', 'narcissus', 'musk', 'hay', 'orris root']",green,"Accords: white floral, green, musky. Notes: fig leaf, guava, coriander, grapefruit, gardenia, jasmine, magnolia, chamomile. Profile: It smells like fresh fig leaf and citrus peel at first, then white flowers and mint, finishing with powdery musk and dried herbs..","2,96",2016.0,herbal,ricardo-ramos-perfumes-de-autor,46,morayma,musky,"It smells like fresh fig leaf and citrus peel at first, then white flowers and mint, finishing with powdery musk and dried herbs.",https://www.fragrantica.com/perfume/ricardo-ramos-perfumes-de-autor/morayma-45155.html
white floral,unisex,citrus,56,"['basil', 'lime', 'bergamot', 'lily-of-the-valley', 'neroli', 'tuberose', 'rose', 'ylang-ylang', 'musk', 'sandalwood']",green,"Accords: white floral, green, fresh. Notes: basil, lime, bergamot, lily-of-the-valley, neroli, tuberose, rose, ylang-ylang. Profile: It smells like a flower shop at dawn — citrus peel and lime in the background, with something earthy and slightly woody underneath..","2,96",2018.0,fresh spicy,franck-boclet,47,flowers,fresh,"It smells like a flower shop at dawn — citrus peel and lime in the background, with something earthy and slightly woody underneath.",https://www.fragrantica.com/perfume/franck-boclet/flowers-49354.html
fruity,unisex,nutty,48,"['sweet almond', 'red apple', 'mint', 'nashi pear', 'orchid', 'magnolia', 'davana', 'pitosporum', 'woody notes']",almond,"Accords: fruity, almond, floral. Notes: sweet almond, red apple, mint, nashi pear, orchid, magnolia, davana, pitosporum. Profile: It smells like a fruit stand next to an apple orchard — sweet almonds and mint mixed with powdery flowers, finishing with something earthy and woody..","2,96",2021.0,sweet,filippo-sorcinelli,48,popper-pop,floral,"It smells like a fruit stand next to an apple orchard — sweet almonds and mint mixed with powdery flowers, finishing with something earthy and woody.",https://www.fragrantica.com/perfume/filippo-sorcinelli/popper-pop-67617.html
green,women,fresh spicy,46,"['lemon verbena', 'jasmine', 'hyacinth', 'musk', 'lemon', 'galbanum', 'cedar', 'moss']",citrus,"Accords: green, citrus, floral. Notes: lemon verbena, jasmine, hyacinth, musk, lemon, galbanum, cedar, moss. Profile: It smells like citrus peel and jasmine at first, then white flowers and hyacinth, finishing with something earthy and slightly powdery..","2,96",2013.0,musky,dilis-parfum,49,kaorishiro,floral,"It smells like citrus peel and jasmine at first, then white flowers and hyacinth, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/dilis-parfum/kaorishiro-30878.html
fruity,women,musky,124,"['raspberry', 'watery notes', 'wild strawberry', 'rose hip', 'violet', 'caramel', 'musk', 'oakmoss']",sweet,"Accords: fruity, sweet, caramel. Notes: raspberry, watery notes, wild strawberry, rose hip, violet, caramel, musk, oakmoss. Profile: It smells like ripe raspberries and watery strawberries at first, then creamy white flowers with a soft vanilla-caramel base..","2,97",2021.0,rose,brocard,50,lesnaa-malina-i-dusica-wild-raspberries-and-oregano,caramel,"It smells like ripe raspberries and watery strawberries at first, then creamy white flowers with a soft vanilla-caramel base.",https://www.fragrantica.com/perfume/brocard/lesnaa-malina-i-dusica-wild-raspberries-and-oregano-66486.html
white floral,women,rose,39,"['neroli', 'rose hip', 'pineapple', 'green apple', 'jasmine', 'galbanum', 'freesia', 'iris', 'lily', 'lily-of-the-valley', 'rose', 'musk', 'amber', 'vanilla', 'apricot']",floral,"Accords: white floral, floral, fruity. Notes: neroli, rose hip, pineapple, green apple, jasmine, galbanum, freesia, iris. Profile: It smells like a flower shop at dawn — neroli and roses mixed with white flowers, then settles into something earthy and slightly sweet..","2,97",2003.0,powdery,faberlic,51,collection-privee-brise-d-amour,fruity,"It smells like a flower shop at dawn — neroli and roses mixed with white flowers, then settles into something earthy and slightly sweet.",https://www.fragrantica.com/perfume/faberlic/collection-privee-brise-d-amour-19321.html
vanilla,women,fruity,61,"['wild berries', 'bergamot', 'rose', 'jasmine', 'peony', 'neroli', 'vanilla', 'musk', 'sandalwood']",floral,"Accords: vanilla, floral, rose. Notes: wild berries, bergamot, rose, jasmine, peony, neroli, vanilla, musk. Profile: It smells like wild berries and roses at first, then white flowers and vanilla, finishing with something earthy and slightly woody..","2,97",2017.0,powdery,laura-biagiotti,52,roma-eau-de-toilette-rosa,rose,"It smells like wild berries and roses at first, then white flowers and vanilla, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/laura-biagiotti/roma-eau-de-toilette-rosa-46174.html
fruity,unisex,lavender,34,"['pineapple', 'apple', 'lemon', 'geranium', 'lavender', 'sandalwood', 'patchouli', 'amberwood', 'musk']",fresh spicy,"Accords: fruity, fresh spicy, aromatic. Notes: pineapple, apple, lemon, geranium, lavender, sandalwood, patchouli, amberwood. Profile: It smells like a fruit stand next to an apple orchard, with something sweet and slightly earthy lurking in the background..","2,97",2022.0,woody,molinard,53,campus,aromatic,"It smells like a fruit stand next to an apple orchard, with something sweet and slightly earthy lurking in the background.",https://www.fragrantica.com/perfume/molinard/campus-75864.html
woody,unisex,balsamic,31,"['narcissus', 'cypriol oil or nagarmotha', 'saffron', 'osmanthus', 'cade oil', 'civet', 'patchouli', 'lily-of-the-valley', 'amber', 'rose', 'peru balsam', 'costus', 'musk', 'ambrette (musk mallow)', 'oakmoss', 'tonka bean']",musky,"Accords: woody, musky, amber. Notes: narcissus, cypriol oil or nagarmotha, saffron, osmanthus, cade oil, civet, patchouli, lily-of-the-valley. Profile: It smells like a florist's pantry full of cypriol and saffron at first, then settles into something earthy and slightly floral, finishing with something sweet and woody..","2,97",2018.0,earthy,miguel-matos,54,veneno,amber,"It smells like a florist's pantry full of cypriol and saffron at first, then settles into something earthy and slightly floral, finishing with something sweet and woody.",https://www.fragrantica.com/perfume/miguel-matos/veneno-50252.html
yellow floral,unisex,fresh spicy,34,"['leather', 'clementine', 'mint', 'bitter orange', 'green almond', 'ylang-ylang', 'artemisia', 'hawthorn', 'labdanum', 'cedar', 'pine tree']",sweet,"Accords: yellow floral, sweet, woody. Notes: leather, clementine, mint, bitter orange, green almond, ylang-ylang, artemisia, hawthorn. Profile: It smells like a leather jacket left in an old wooden shed, with something sweet and earthy lurking in the air..","2,97",2021.0,aromatic,filippo-sorcinelli,55,slightly-b-tch,woody,"It smells like a leather jacket left in an old wooden shed, with something sweet and earthy lurking in the air.",https://www.fragrantica.com/perfume/filippo-sorcinelli/slightly-b-tch-67618.html
white floral,women,patchouli,65,"['freesia', 'raspberry', 'litchi', 'lily-of-the-valley', 'lily', 'jasmine', 'ylang-ylang', 'rose', 'peony', 'patchouli', 'white musk']",fresh,"Accords: white floral, fresh, floral. Notes: freesia, raspberry, litchi, lily-of-the-valley, lily, jasmine, ylang-ylang, rose. Profile: It smells like a flower shop at dawn — fresh roses and raspberries mixed with powdery rose petals, then settles into soft white flowers and warm musk..","2,98",2003.0,green,faberlic,56,souvenir,floral,"It smells like a flower shop at dawn — fresh roses and raspberries mixed with powdery rose petals, then settles into soft white flowers and warm musk.",https://www.fragrantica.com/perfume/faberlic/souvenir-19306.html
rose,women,woody,119,"['carambola (star fruit)', 'rose', 'musk', 'cedar']",fruity,"Accords: rose, fruity, tropical. Notes: carambola (star fruit), rose, musk, cedar. Profile: It smells like ripe roses and carambola at first, then settles into something earthy and slightly woody..","2,99",2013.0,musky,avon,57,love-pulse,tropical,"It smells like ripe roses and carambola at first, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/avon/love-pulse-22328.html
aromatic,unisex,warm spicy,136,"['mint', 'eucalyptus', 'cardamom', 'pineapple', 'bergamot', 'peach', 'melon', 'fenugreek', 'woody notes', 'sage', 'green leaves', 'lavender', 'galbanum', 'milk', 'vetiver', 'benzoin', 'sandalwood', 'amber', 'musk']",woody,"Accords: aromatic, woody, fresh spicy. Notes: mint, eucalyptus, cardamom, pineapple, bergamot, peach, melon, fenugreek. Profile: It smells like fresh mint and eucalyptus at first, then soft lavender and powdery sage, finishing with a warm, woody base..","2,99",2019.0,green,o-boticario,58,egeo-on-you,fresh spicy,"It smells like fresh mint and eucalyptus at first, then soft lavender and powdery sage, finishing with a warm, woody base.",https://www.fragrantica.com/perfume/o-boticario/egeo-on-you-55431.html
floral,women,none,97,"['green leaves', 'pink grapefruit', 'flowers', 'magnolia', 'orchid', 'blackberry', 'white wood', 'amber', 'vanilla']",green,"Accords: floral, green, citrus. Notes: green leaves, pink grapefruit, flowers, magnolia, orchid, blackberry, white wood, amber. Profile: It smells like ripe grapefruit and white flowers at first, then soft wood and a hint of powdery amber..","2,99",2018.0,fruity,faberlic,59,uviolet,citrus,"It smells like ripe grapefruit and white flowers at first, then soft wood and a hint of powdery amber.",https://www.fragrantica.com/perfume/faberlic/uviolet-52839.html
floral,women,fresh,261,"['blood orange', 'red currant', 'cyclamen', 'orchid', 'rose', 'benzoin', 'amber', 'musk']",fruity,"Accords: floral, fruity, amber. Notes: blood orange, red currant, cyclamen, orchid, rose, benzoin, amber, musk. Profile: It smells like orange peel and red currants at first, then rose petals and amber, finishing with something earthy and slightly sweet..","2,99",2008.0,citrus,mandarina-duck,60,scarlet-rain,amber,"It smells like orange peel and red currants at first, then rose petals and amber, finishing with something earthy and slightly sweet.",https://www.fragrantica.com/perfume/mandarina-duck/scarlet-rain-3905.html
fruity,women,musky,116,"['apple', 'rhubarb', 'red berries', 'pineapple', 'pear', 'black currant', 'freesia', 'rose', 'jasmine', 'white musk', 'violet', 'amberwood', 'moss']",sweet,"Accords: fruity, sweet, fresh. Notes: apple, rhubarb, red berries, pineapple, pear, black currant, freesia, rose. Profile: It smells like ripe apple and pear at first, then white flowers with a hint of jasmine underneath..",3,2014.0,green,alexandre-j,61,western-leather-white,fresh,"It smells like ripe apple and pear at first, then white flowers with a hint of jasmine underneath.",https://www.fragrantica.com/perfume/alexandre-j/western-leather-white-30290.html
white floral,women,none,26,"['jasmine sambac', 'tuberose', 'almond']",tuberose,"Accords: white floral, tuberose, almond. Notes: jasmine sambac, tuberose, almond. Profile: It smells like sweet jasmine and white flowers at first, then soft vanilla and almond, with a faint sweetness that's slightly sweet..",3,2020.0,animalic,disney,62,little-mermaid,almond,"It smells like sweet jasmine and white flowers at first, then soft vanilla and almond, with a faint sweetness that's slightly sweet.",https://www.fragrantica.com/perfume/disney/little-mermaid-64422.html
citrus,unisex,fresh,28,"['orange', 'mandarin orange', 'lemon', 'bergamot', 'orange blossom', 'lily of the valley', 'cypress', 'sandal', 'cedar', 'patchouli', 'vetiver']",white floral,"Accords: citrus, white floral, woody. Notes: orange, mandarin orange, lemon, bergamot, orange blossom, lily of the valley, cypress, sandal. Profile: It smells like citrus peel and orange peel at first, then cypress and cedar, with a soft, slightly earthy base..",3,2023.0,sweet,fragrance-du-bois,63,wild-orange,woody,"It smells like citrus peel and orange peel at first, then cypress and cedar, with a soft, slightly earthy base.",https://www.fragrantica.com/perfume/fragrance-du-bois/wild-orange-85231.html
woody,women,sweet,29,"['blood orange', 'peach', 'cardamom', 'rum', 'cognac', 'jasmine', 'vanilla', 'patchouli', 'sandalwood']",rum,"Accords: woody, rum, warm spicy. Notes: blood orange, peach, cardamom, rum, cognac, jasmine, vanilla, patchouli. Profile: It smells like orange peel and peach at first, then vanilla and powdery vanilla, finishing with a soft vanilla-sandalwood base..",3,2023.0,citrus,we-pink,64,vf-virginia-fonseca-honey,warm spicy,"It smells like orange peel and peach at first, then vanilla and powdery vanilla, finishing with a soft vanilla-sandalwood base.",https://www.fragrantica.com/perfume/we-pink/vf-virginia-fonseca-honey-87581.html
