all_notes,target_description
"['red apple', 'mandarin orange', 'whiskey', 'leather', 'violet', 'amber', 'oak', 'vanilla', 'labdanum']","It smells like a ripe red apple, followed by warm vanilla and smooth leather, finishing with a subtle hint of dry oak."
"['lemon', 'black pepper', 'bergamot', 'orange blossom', 'artemisia', 'violet leaf', 'ambergris', 'woody notes', 'benzoin', 'leather', 'suede', 'cedar']","It smells like a combination of citrus peel, warm resin, and dry wood."
"['citruses', 'amalfi lemon', 'patchouli', 'rose', 'amber', 'opoponax', 'vanille']","It smells like a sweet and tangy lemon, followed by the warmth of vanilla and the earthy scent of wet leaves."
"['yellow plum', 'mirabelle', 'blood mandarin', 'bergamot', 'ylang-ylang', 'white peach', 'turkish rose', 'indian jasmine', 'patchouli', 'benzoin', 'amber', 'vanilla', 'sandalwood', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['nutmeg', 'thyme', 'patchouli', 'sandalwood', 'rose', 'geranium', 'cedar', 'vetiver', 'amber', 'vanilla', 'benzoin', 'tonka bean', 'musk']","It smells like warm resin, dry wood, and skin."
"['mandarin orange', 'grapes', 'black currant', 'almond', 'heliotrope', 'peony', 'amber', 'sandalwood', 'musk']","It smells like a sweet and tangy mandarin orange, followed by the floral notes of peony and heliotrope, with a subtle dry wood and skin undertone."
"['blackberry', 'ginger', 'pomelo', 'freesia', 'orchid', 'jasmine', 'iris', 'incense', 'patchouli', 'myrhh', 'amber', 'vetiver']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['bergamot', 'lemon', 'labdanum', 'amber', 'patchouli', 'madagascar vanilla', 'musk', 'sandalwood']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['pepper', 'pink pepper', 'juniper', 'bergamot', 'beeswax', 'lavender', 'cardamom', 'nutmeg', 'tobacco', 'benzoin', 'amber', 'vetiver']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['ginger', 'pepper', 'black basil', 'cedar', 'sage', 'vetiver', 'amber', 'agarwood (oud)', 'patchouli', 'myrrh', 'labdanum']","It smells like warm resin, slightly sweet plastic, and damp soil."
"['pink pepper', 'sage', 'myrrh oil', 'tuberose', 'incense', 'frangipani', 'benzoin', 'ambergris', 'tonka bean', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['citruses', 'patchouli', 'amber', 'french labdanum', 'geranium', 'rose', 'vanille', 'musk']","It smells like warm resin, wet leaves, and skin."
"['incense', 'amyl salicylate', 'pink pepper', 'ink', 'sea salt', 'opoponax', 'ambergris', 'benzoin', 'musk']","It smells like warm resin, slightly sweet plastic, and skin."
"['vodka', 'champagne', 'cinnamon', 'russian leather', 'tea', 'coriander', 'birch', 'juniper', 'amber', 'incense', 'musk']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['pepper', 'angelica', 'neroli', 'bergamot', 'saffron', 'cardamom', 'tobacco', 'amber', 'cashmere wood', 'labdanum']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['raspberry', 'neroli', 'bergamot', 'lemon', 'brazilian rosewood', 'ylang-ylang', 'orris', 'jasmine', 'palmarosa', 'opoponax', 'incense', 'leather', 'vanilla', 'musk', 'cedar']","It smells like sweet citrus, followed by a floral bouquet, then a subtle blend of dry wood, pencil shavings, and slightly sweet plastic."
"['labdanum', 'sichuan pepper', 'violet leaf', 'rose', 'patchouli', 'orange blossom', 'musk', 'amber', 'benzoin', 'vanilla']","It smells like warm resin, slightly sweet plastic, and wet leaves."
"['galbanum', 'aldehydes', 'labdanum', 'clementine', 'hyacinth', 'lavender', 'sage', 'plum', 'rose', 'iris', 'jasmine', 'gardenia', 'tolu balsam', 'oakmoss', 'castoreum', 'benzoin', 'immortelle', 'vanilla', 'leather', 'styrax', 'costus']","It smells like damp earth, dry wood, and slightly sweet plastic."
"['honey', 'angelica', 'calabrian bergamot', 'sicilian lemon', 'benzoin', 'fig', 'heliotrope', 'egyptian jasmine', 'madagascar vanilla', 'peru balsam', 'australian sandalwood', 'musk']","It smells like sweet honey, warm fig, and dry wood at first, then shifts into a subtle blend of skin, laundry, and slightly sweet plastic."
"['pine needles', 'olibanum', 'benzoin', 'incense', 'atlas cedar', 'himalayan cedar', 'virginia cedar']","It smells like dry wood, warm resin, and slightly sweet plastic."
"['black tea', 'incense', 'tonka bean']","It smells like dry wood, slightly sweet plastic, and a hint of incense."
"['incense', 'iris', 'pink pepper', 'benzoin', 'guaiac wood', 'coriander', 'copahu balm', 'patchouli', 'white musk']","It smells like dry wood, slightly sweet plastic, and wet leaves."
"['peppermint', 'cardamom', 'cinnamon', 'pink pepper', 'olibanum', 'patchouli', 'vetiver', 'rose', 'amber xtreme', 'leather', 'labdanum']","It smells like warm resin, slightly sweet plastic, and dry wood, with notes of wet leaves and damp soil."
"['saffron', 'oregano', 'honeysuckle', 'turkish rose', 'myrrh', 'styrax', 'lavender', 'olibanum', 'labdanum', 'ambergris', 'musk']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['angelica', 'thyme', 'mint', 'cinnamon', 'pepper', 'gentiana', 'rose', 'amber', 'cashmere wood', 'patchouli', 'musk']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['caramel', 'raspberry', 'orange', 'rose', 'olibanum', 'patchouli', 'violet', 'jasmine', 'amber', 'vanilla', 'musk']","It smells like caramel, orange, and rose at first, then warm resin and slightly sweet plastic."
"['lemon', 'calabrian bergamot', 'cardamom', 'lavender', 'cypriol oil or nagarmotha', 'atlas cedar', 'tonka bean', 'ambroxan', 'benzoin', 'patchouli']","It smells like citrus peel and warm resin, then dries into dry wood and slightly sweet plastic."
"['pink pepper', 'bergamot', 'amber', 'tonka bean', 'vanilla', 'benzoin', 'woodsy notes']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['bourbon vanilla', 'amber', 'jasmine', 'benzoin']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['iris', 'labdanum', 'egyptian jasmine', 'leather', 'tolu balsam', 'benzoin', 'styrax', 'incense', 'vanilla', 'tonka bean']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['grapefruit', 'woody notes', 'frankincense', 'vanilla', 'amber xtreme']","It smells like a sweet and tangy grapefruit, with warm resin and slightly sweet plastic undertones, followed by a subtle hint of dry wood and skin."
"['bergamot', 'lemon', 'orange', 'brazilian rosewood', 'ylang-ylang', 'jasmine', 'rose', 'opoponax', 'benzoin', 'vanilla', 'amber', 'sandalwood', 'patchouli']","It smells like citrus peel, warm resin, and dry wood."
"['olibanum', 'anise', 'elemi resin', 'cardamom', 'basil', 'bergamot', 'tobacco', 'licorice', 'fenugreek', 'prunol', 'lavender', 'osmanthus', 'orange blossom', 'rose', 'olibanum', 'bourbon vanilla', 'myrrh', 'birch tar', 'benzoin', 'agarwood (oud)', 'labdanum', 'guaiac wood', 'peru balsam', 'tonka bean', 'vetiver', 'musk']","It smells like citrus peel, warm resin, and dry wood."
"['dried fruits', 'dates', 'olibanum', 'rose', 'myrhh', 'incense', 'amber', 'cinnamon', 'cedar', 'jasmine', 'orange blossom', 'civet', 'agarwood (oud)', 'musk', 'sandalwood', 'vanilla', 'vetiver', 'tonka bean']","It smells like warm resin, dry wood, and slightly sweet plastic with hints of citrus peel and light florals."
"['clary sage', 'geranium', 'carrot seeds', 'leather', 'labdanum', 'jasmine', 'myrrh', 'vetiver', 'tonka bean', 'sandalwood']","It smells like dry wood, warm resin, and slightly sweet plastic with hints of damp soil and skin."
"['bergamot', 'lemon', 'mandarin orange', 'cedar', 'iris', 'vetiver', 'patchouli', 'jasmine', 'rose', 'leather', 'vanilla', 'incense', 'opoponax', 'benzoin', 'sandalwood', 'civet', 'peru balsam', 'musk']","It smells like citrus peel, warm resin, and dry wood."
"['incense', 'west indian bay', 'sichuan pepper', 'cypriol oil or nagarmotha', 'patchouli', 'silk vine or milk broom', 'amber', 'labdanum', 'sandalwood']","It smells like warm resin, dry wood, and slightly sweet plastic with notes of wet leaves and forest floor."
"['lemon', 'dyer\x92s greenweed', 'jasmine', 'amber', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['amber', 'incense', 'labdanum', 'vanilla', 'styrax', 'benzoin', 'iris', 'leather', 'vanilla', 'patchouli', 'geranium']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['bergamot', 'incense', 'woody notes', 'agarwood (oud)', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['pink pepper', 'mandarin orange', 'cardamom', 'orchid', 'violet leaf', 'vetiver', 'amber', 'sandalwood', 'musk', 'patchouli']","It smells like mandarin orange and pink pepper at first, then warm resin and slightly sweet plastic, finally settling into dry wood and skin."
"['cumin', 'saffron', 'wormwood', 'ginger', 'mandarin orange', 'incense', 'immortelle', 'copahu balm', 'olibanum', 'labdanum', 'rose', 'licorice', 'labdanum', 'sandalwood', 'cedar', 'musk', 'tonka bean']","It smells like warm resin, slightly sweet plastic, and dry wood, with a hint of skin and fabric."
"['mandarin orange', 'fig leaf', 'orange blossom', 'lily', 'pepper', 'rose', 'benzoin', 'tolu balsam', 'labdanum', 'cedar']","It smells like a mix of sweet citrus and floral notes, followed by a warm resin and dry wood."
"['tea', 'cinnamon', 'apple', 'bergamot', 'hibiscus', 'jasmine', 'davana', 'crystal amber', 'amber', 'patchouli', 'sandalwood', 'leather', 'olibanum']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['coriander', 'rose', 'bergamot', 'violet', 'birch', 'patchouli', 'benzoin', 'labdanum', 'bourbon vanilla']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['orange blossom', 'black pepper', 'whiskey', 'laurels', 'amber', 'ambergris', 'salt']","It smells like warm resin, slightly sweet plastic, and citrus peel."
"['opoponax', 'cognac', 'labdanum', 'violet', 'geranium', 'vanilla', 'patchouli', 'incense']","It smells like warm resin, forest floor, and slightly sweet plastic at first, then settles into a sweet and creamy vanilla."
"['saffron', 'olibanum', 'apple', 'woody notes', 'rose', 'myrhh', 'caramel', 'ambergris']","It smells like warm caramel and sweet apple, with subtle hints of woody notes and a dry, resinous undertone."
"['elemi', 'patchouli', 'madagascar vanilla', 'benzoin', 'tonka bean', 'incense', 'labdanum', 'guaiac wood', 'agarwood (oud)', 'osmanthus']","It smells like warm resin, slightly sweet plastic, and dry wood with hints of wet leaves and forest floor."
"['bulgarian rose', 'clementine', 'cardamom', 'bergamot', 'castoreum', 'orris root', 'incense', 'myrrh', 'resins', 'texas cedar', 'labdanum', 'vetiver', 'patchouli']","It smells like citrus peel, warm resin, and damp soil."
"['pear', 'orchid', 'jasmine', 'rose', 'amber', 'cashmere wood']","It smells like a sweet rose and fresh pear at first, then warm resin and slightly sweet plastic, with a dry wood undertone."
"['spicy notes', 'black pepper', 'lavender', 'grapefruit', 'orris root', 'carnation', 'bulgarian rose', 'leather', 'castoreum', 'ambergris', 'peru balsam', 'tolu balsam', 'musk', 'sandalwood', 'vanilla', 'oakmoss', 'costus', 'tonka bean']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['milk', 'amber', 'saffron', 'cashmere wood', 'orange blossom', 'caraway', 'pepper', 'labdanum', 'oakmoss', 'bergamot', 'patchouli', 'vanilla', 'tonka bean', 'clary sage', 'musk', 'cedar', 'vetiver']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['orange', 'lemon', 'bergamot', 'myrhh', 'cinnamon', 'patchouli', 'citron', 'petitgrain', 'myrhh', 'incense', 'labdanum', 'honey', 'musk']","It smells like citrus peel, warm resin, and dry wood."
"['pink pepper', 'calabrian bergamot', 'wallflower', 'gardenia', 'jasmine', 'amber', 'guaiac wood', 'incense']","It smells like warm resin, slightly sweet plastic, and gardenia at first, then dry wood and skin."
"['oregano', 'pimento', 'bergamot', 'olibanum', 'opoponax', 'amber', 'labdanum', 'agarwood (oud)', 'leather', 'sandalwood', 'patchouli']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['cinnamon', 'iris', 'iso e super', 'amber', 'patchouli', 'musk', 'vanilla absolute', 'tonka bean', 'labdanum', 'castoreum', 'civet', 'cetalox']","It smells like warm resin, slightly sweet plastic, and wet leaves."
"['rhubarb', 'raspberry', 'amyl salicylate', 'rose', 'leather', 'animal notes', 'oakmoss', 'cedar']","It smells like damp earth, rose petals, and worn leather."
"['animal notes', 'woody notes', 'violet', 'leather', 'incense', 'cade oil', 'labdanum', 'cedar', 'patchouli', 'vanilla']","It smells like dry wood, warm resin, and slightly sweet leather."
"['artemisia', 'basil', 'tangerine', 'bergamot', 'amalfi lemon', 'white honey', 'rose', 'jasmine', 'peach', 'pepper', 'civetta', 'oak moss', 'leather', 'patchouli', 'woodsy notes', 'virginia cedar']","It smells like citrusy tangerine and sweet rose at first, then bergamot and white honey emerge, followed by dry wood and a hint of leather."
"['ambergris', 'cardamom', 'coriander', 'cinnamon', 'peach', 'ylang-ylang', 'orange blossom', 'leather', 'woodsy notes']","It smells like warm resin, slightly sweet plastic, and dry wood, with hints of peach and orange blossom."
"['jasmine', 'camelia', 'black pepper', 'beeswax', 'leather', 'guaiac wood', 'civet', 'ambergris', 'vetiver']","It smells like dry wood, slightly sweet plastic, and warm resin."
"['agarwood (oud)', 'aldehydes', 'bergamot', 'amber', 'rose', 'civetta', 'leather', 'patchouli', 'musk']","It smells like warm resin, slightly sweet plastic, and skin."
"['peach', 'bergamot', 'aldehydes', 'cambodian oud', 'carnation', 'patchouli', 'angelica', 'russian leather', 'musk', 'amber', 'oakmoss', 'patchouli']","It smells like warm resin, slightly sweet plastic, and wet leaves."
"['grass', 'violet leaf', 'citruses', 'nutmeg', 'vetiver', 'saffron', 'jasmine', 'animal notes', 'vanilla', 'sandalwood']","It smells like citrus peel, warm vanilla, and damp soil."
"['black pepper', 'coriander', 'leather', 'carrot seeds', 'jasmine', 'civetta', 'olibanum', 'musk']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['saffron', 'ylang-ylang', 'cardamom', 'geranium', 'leather', 'egyptian jasmine', 'labdanum', 'animal notes', 'patchouli']","It smells like warm resin, slightly sweet plastic, and wet leaves."
"['coriander', 'geranium', 'pink pepper', 'jasmine', 'rose', 'violet', 'ylang-ylang', 'animal notes', 'leather', 'musk']","It smells like coriander, pink pepper, and leather at first, then settles into a warm resin and skin."
"['beeswax', 'birch', 'cloves', 'cardamom', 'leather', 'turkish rose', 'orange blossom', 'jasmine', 'civet', 'beeswax', 'agarwood (oud)', 'sandalwood', 'amber', 'cedar', 'patchouli', 'vetiver', 'cypriol oil or nagarmotha', 'musk']","It smells like warm resin, dry wood, and slightly sweet plastic, with a subtle hint of skin and fabric."
"['turkish rose', 'indian oud', 'woodsy notes', 'exotic spices', 'cambodian oud', 'amber', 'rose', 'animal notes', 'musk', 'powdery notes']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['thyme', 'rose petals', 'ylang-ylang', 'cumin', 'labdanum', 'sweat', 'animal notes', 'sandalwood']","It smells like dry wood, warm resin, and slightly sweet plastic."
"['animal notes', 'animal notes', 'animal notes']",It smells like animal fur and damp earth.
