all_notes,target_description
"['red apple', 'mandarin orange', 'whiskey', 'leather', 'violet', 'amber', 'oak', 'vanilla', 'labdanum']","It smells like citrus peel, soap, and candy at first, then warm plastic and dry wood, with a hint of glue."
"['lemon', 'black pepper', 'bergamot', 'orange blossom', 'artemisia', 'violet leaf', 'ambergris', 'woody notes', 'benzoin', 'leather', 'suede', 'cedar']","It smells like citrus peel, soap, and sweet tartness, with hints of sawdust and glue."
"['citruses', 'amalfi lemon', 'patchouli', 'rose', 'amber', 'opoponax', 'vanille']","It smells like juicy lemons and soap at first, then warm glue and sawdust."
"['yellow plum', 'mirabelle', 'blood mandarin', 'bergamot', 'ylang-ylang', 'white peach', 'turkish rose', 'indian jasmine', 'patchouli', 'benzoin', 'amber', 'vanilla', 'sandalwood', 'cedar']","It smells like a mix of juicy citrus and sweet soap at first, followed by the scent of warm rubber and finally, dry sawdust."
"['nutmeg', 'thyme', 'patchouli', 'sandalwood', 'rose', 'geranium', 'cedar', 'vetiver', 'amber', 'vanilla', 'benzoin', 'tonka bean', 'musk']","It smells like warm plastic, dry wood, and skin."
"['mandarin orange', 'grapes', 'black currant', 'almond', 'heliotrope', 'peony', 'amber', 'sandalwood', 'musk']","It smells like sweet citrus and juicy grapes at first, then warm glue and dry wood."
"['blackberry', 'ginger', 'pomelo', 'freesia', 'orchid', 'jasmine', 'iris', 'incense', 'patchouli', 'myrhh', 'amber', 'vetiver']","It smells like a combination of fresh citrus and soap, with notes of warm glue and damp soil."
"['bergamot', 'lemon', 'labdanum', 'amber', 'patchouli', 'madagascar vanilla', 'musk', 'sandalwood']","It smells like citrus peel and soap at first, then warm plastic and sawdust."
"['pepper', 'pink pepper', 'juniper', 'bergamot', 'beeswax', 'lavender', 'cardamom', 'nutmeg', 'tobacco', 'benzoin', 'amber', 'vetiver']","It smells like sweet citrus and soap at first, then warm spices and melted caramel."
"['ginger', 'pepper', 'black basil', 'cedar', 'sage', 'vetiver', 'amber', 'agarwood (oud)', 'patchouli', 'myrrh', 'labdanum']","It smells like warm plastic, wet leaves, and damp soil."
"['pink pepper', 'sage', 'myrrh oil', 'tuberose', 'incense', 'frangipani', 'benzoin', 'ambergris', 'tonka bean', 'cedar']","It smells like sweet flowers, soap, and warm plastic, with hints of dry wood and smoky incense."
"['citruses', 'patchouli', 'amber', 'french labdanum', 'geranium', 'rose', 'vanille', 'musk']","It smells like citrus peel, soap, and sweet caramel at first, then wet leaves and forest floor."
"['incense', 'amyl salicylate', 'pink pepper', 'ink', 'sea salt', 'opoponax', 'ambergris', 'benzoin', 'musk']","It smells like smoke, glue, and sweet caramel."
"['vodka', 'champagne', 'cinnamon', 'russian leather', 'tea', 'coriander', 'birch', 'juniper', 'amber', 'incense', 'musk']","It smells like warm vodka and sweet tea at first, then it's like walking into a cozy room with a fireplace and a hint of melted plastic."
"['pepper', 'angelica', 'neroli', 'bergamot', 'saffron', 'cardamom', 'tobacco', 'amber', 'cashmere wood', 'labdanum']","It smells like citrusy fruit, warm plastic, and crushed leaves."
"['raspberry', 'neroli', 'bergamot', 'lemon', 'brazilian rosewood', 'ylang-ylang', 'orris', 'jasmine', 'palmarosa', 'opoponax', 'incense', 'leather', 'vanilla', 'musk', 'cedar']","It smells like citrus peel and soap at first, then leather, smoke, and sawdust."
"['labdanum', 'sichuan pepper', 'violet leaf', 'rose', 'patchouli', 'orange blossom', 'musk', 'amber', 'benzoin', 'vanilla']","It smells like warm spices, like pepper and dry heat, with a hint of crushed leaves and sawdust."
"['galbanum', 'aldehydes', 'labdanum', 'clementine', 'hyacinth', 'lavender', 'sage', 'plum', 'rose', 'iris', 'jasmine', 'gardenia', 'tolu balsam', 'oakmoss', 'castoreum', 'benzoin', 'immortelle', 'vanilla', 'leather', 'styrax', 'costus']","It smells like citrus peel, sugar, and soap at first, then plum, leather, and sawdust."
"['honey', 'angelica', 'calabrian bergamot', 'sicilian lemon', 'benzoin', 'fig', 'heliotrope', 'egyptian jasmine', 'madagascar vanilla', 'peru balsam', 'australian sandalwood', 'musk']","It smells like sweet citrus and soap at first, then fig and honey, followed by a dry, woody scent like sawdust and a subtle musky undertone."
"['pine needles', 'olibanum', 'benzoin', 'incense', 'atlas cedar', 'himalayan cedar', 'virginia cedar']","It smells like fresh sawdust and dry wood, with hints of sweet caramel and smoky resin."
"['black tea', 'incense', 'tonka bean']","It smells like burnt wood, smoke, and slightly sweet caramel."
"['incense', 'iris', 'pink pepper', 'benzoin', 'guaiac wood', 'coriander', 'copahu balm', 'patchouli', 'white musk']","It smells like a mixture of smoky wood and wet leaves, with a hint of fresh soap and a subtle sweetness."
"['peppermint', 'cardamom', 'cinnamon', 'pink pepper', 'olibanum', 'patchouli', 'vetiver', 'rose', 'amber xtreme', 'leather', 'labdanum']","It smells like peppermint, wet leaves, and glue."
"['saffron', 'oregano', 'honeysuckle', 'turkish rose', 'myrrh', 'styrax', 'lavender', 'olibanum', 'labdanum', 'ambergris', 'musk']","It smells like flowers, sugar, and pencil shavings, with hints of glue and skin."
"['angelica', 'thyme', 'mint', 'cinnamon', 'pepper', 'gentiana', 'rose', 'amber', 'cashmere wood', 'patchouli', 'musk']","It smells like warm spices, like cinnamon and pepper, with a hint of damp soil and crushed leaves."
"['caramel', 'raspberry', 'orange', 'rose', 'olibanum', 'patchouli', 'violet', 'jasmine', 'amber', 'vanilla', 'musk']","It smells like sweet orange and fresh soap at first, then warm caramel and crushed leaves."
"['lemon', 'calabrian bergamot', 'cardamom', 'lavender', 'cypriol oil or nagarmotha', 'atlas cedar', 'tonka bean', 'ambroxan', 'benzoin', 'patchouli']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['pink pepper', 'bergamot', 'amber', 'tonka bean', 'vanilla', 'benzoin', 'woodsy notes']","It smells like citrus peel and soap at first, then sweet vanilla, warm glue, and damp soil."
"['bourbon vanilla', 'amber', 'jasmine', 'benzoin']","It smells like warm vanilla, with notes of sweet caramel and a hint of glue."
"['iris', 'labdanum', 'egyptian jasmine', 'leather', 'tolu balsam', 'benzoin', 'styrax', 'incense', 'vanilla', 'tonka bean']","It smells like flowers, vanilla, and soap."
"['grapefruit', 'woody notes', 'frankincense', 'vanilla', 'amber xtreme']","It smells like tart fruit and soap at first, then warm glue and dry wood."
"['bergamot', 'lemon', 'orange', 'brazilian rosewood', 'ylang-ylang', 'jasmine', 'rose', 'opoponax', 'benzoin', 'vanilla', 'amber', 'sandalwood', 'patchouli']","It smells like citrus peel and soap at first, then warm plastic, glue, and sawdust."
"['olibanum', 'anise', 'elemi resin', 'cardamom', 'basil', 'bergamot', 'tobacco', 'licorice', 'fenugreek', 'prunol', 'lavender', 'osmanthus', 'orange blossom', 'rose', 'olibanum', 'bourbon vanilla', 'myrrh', 'birch tar', 'benzoin', 'agarwood (oud)', 'labdanum', 'guaiac wood', 'peru balsam', 'tonka bean', 'vetiver', 'musk']","It smells like citrus peel, soap, and juicy fruit at first, then rubber, smoke, and sawdust."
"['dried fruits', 'dates', 'olibanum', 'rose', 'myrhh', 'incense', 'amber', 'cinnamon', 'cedar', 'jasmine', 'orange blossom', 'civet', 'agarwood (oud)', 'musk', 'sandalwood', 'vanilla', 'vetiver', 'tonka bean']","It smells like caramel, orange peel, and sawdust."
"['clary sage', 'geranium', 'carrot seeds', 'leather', 'labdanum', 'jasmine', 'myrrh', 'vetiver', 'tonka bean', 'sandalwood']","It smells like leather, earthy soil, and a hint of sweet caramel."
"['bergamot', 'lemon', 'mandarin orange', 'cedar', 'iris', 'vetiver', 'patchouli', 'jasmine', 'rose', 'leather', 'vanilla', 'incense', 'opoponax', 'benzoin', 'sandalwood', 'civet', 'peru balsam', 'musk']","It smells like citrus peel, soap, and wet leaves, with hints of glue and sawdust."
"['incense', 'west indian bay', 'sichuan pepper', 'cypriol oil or nagarmotha', 'patchouli', 'silk vine or milk broom', 'amber', 'labdanum', 'sandalwood']","It smells like warm incense, dry leaves, and glue."
"['lemon', 'dyer\x92s greenweed', 'jasmine', 'amber', 'cedar']","It smells like citrus peel, soap, and crushed leaves at first, then warm plastic and dry wood."
"['amber', 'incense', 'labdanum', 'vanilla', 'styrax', 'benzoin', 'iris', 'leather', 'vanilla', 'patchouli', 'geranium']","It smells like warm plastic, forest floor, and sawdust."
"['bergamot', 'incense', 'woody notes', 'agarwood (oud)', 'amber']","It smells like citrus peel, warm plastic, and smoke."
"['pink pepper', 'mandarin orange', 'cardamom', 'orchid', 'violet leaf', 'vetiver', 'amber', 'sandalwood', 'musk', 'patchouli']","It smells like a sweet blend of citrus and flowers, with a hint of warm plastic and dry wood."
"['cumin', 'saffron', 'wormwood', 'ginger', 'mandarin orange', 'incense', 'immortelle', 'copahu balm', 'olibanum', 'labdanum', 'rose', 'licorice', 'labdanum', 'sandalwood', 'cedar', 'musk', 'tonka bean']","It smells like citrus peel, soap, and juicy orange at first, then smoke and sawdust."
"['mandarin orange', 'fig leaf', 'orange blossom', 'lily', 'pepper', 'rose', 'benzoin', 'tolu balsam', 'labdanum', 'cedar']","It smells like citrusy mandarin and sweet soap at first, then warm rubber and smoky wood."
"['tea', 'cinnamon', 'apple', 'bergamot', 'hibiscus', 'jasmine', 'davana', 'crystal amber', 'amber', 'patchouli', 'sandalwood', 'leather', 'olibanum']","It smells like warm tea, with hints of glue and dry wood, and a subtle sweetness."
"['coriander', 'rose', 'bergamot', 'violet', 'birch', 'patchouli', 'benzoin', 'labdanum', 'bourbon vanilla']","It smells like citrus peel and soap at first, then wet leaves and forest floor, with notes of glue and sawdust."
"['orange blossom', 'black pepper', 'whiskey', 'laurels', 'amber', 'ambergris', 'salt']","It smells like citrus peel and soap at first, then warm plastic and sawdust."
"['opoponax', 'cognac', 'labdanum', 'violet', 'geranium', 'vanilla', 'patchouli', 'incense']","It smells like warm vanilla and sweet geranium at first, then dry patchouli, damp labdanum, and a hint of burnt incense."
"['saffron', 'olibanum', 'apple', 'woody notes', 'rose', 'myrhh', 'caramel', 'ambergris']","It smells like caramel and warm fruit at first, then sweet vanilla and gentle spices, with a subtle hint of glue and metallic undertones."
"['elemi', 'patchouli', 'madagascar vanilla', 'benzoin', 'tonka bean', 'incense', 'labdanum', 'guaiac wood', 'agarwood (oud)', 'osmanthus']","It smells like warm plastic, burnt wood, and damp soil."
"['bulgarian rose', 'clementine', 'cardamom', 'bergamot', 'castoreum', 'orris root', 'incense', 'myrrh', 'resins', 'texas cedar', 'labdanum', 'vetiver', 'patchouli']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['pear', 'orchid', 'jasmine', 'rose', 'amber', 'cashmere wood']","It smells like a blend of juicy pear and sweet rose, with hints of warm amber and dry cashmere wood."
"['spicy notes', 'black pepper', 'lavender', 'grapefruit', 'orris root', 'carnation', 'bulgarian rose', 'leather', 'castoreum', 'ambergris', 'peru balsam', 'tolu balsam', 'musk', 'sandalwood', 'vanilla', 'oakmoss', 'costus', 'tonka bean']","It smells like spicy citrus and sweet vanilla, with notes of warm leather and dry sawdust."
"['milk', 'amber', 'saffron', 'cashmere wood', 'orange blossom', 'caraway', 'pepper', 'labdanum', 'oakmoss', 'bergamot', 'patchouli', 'vanilla', 'tonka bean', 'clary sage', 'musk', 'cedar', 'vetiver']","It smells like warm plastic, soap, and forest floor."
"['orange', 'lemon', 'bergamot', 'myrhh', 'cinnamon', 'patchouli', 'citron', 'petitgrain', 'myrhh', 'incense', 'labdanum', 'honey', 'musk']","It smells like citrus peel and soap at first, then warm plastic, smoky resin, and sawdust."
"['pink pepper', 'calabrian bergamot', 'wallflower', 'gardenia', 'jasmine', 'amber', 'guaiac wood', 'incense']","It smells like floral soap and juicy fruit at first, then warm glue and dry wood."
"['oregano', 'pimento', 'bergamot', 'olibanum', 'opoponax', 'amber', 'labdanum', 'agarwood (oud)', 'leather', 'sandalwood', 'patchouli']","It smells like warm plastic, soap, and sawdust."
"['cinnamon', 'iris', 'iso e super', 'amber', 'patchouli', 'musk', 'vanilla absolute', 'tonka bean', 'labdanum', 'castoreum', 'civet', 'cetalox']","It smells like warm cinnamon and sweet vanilla absolute at first, then it becomes like a combination of glue, wet leaves, and skin."
"['rhubarb', 'raspberry', 'amyl salicylate', 'rose', 'leather', 'animal notes', 'oakmoss', 'cedar']","It smells like sweet rose and fresh leather at first, then it's like walking through a forest with damp earth and crushed leaves, with a hint of burnt wood and smoky resin."
"['animal notes', 'woody notes', 'violet', 'leather', 'incense', 'cade oil', 'labdanum', 'cedar', 'patchouli', 'vanilla']","It smells like wet leaves, forest floor, and burnt wood."
"['artemisia', 'basil', 'tangerine', 'bergamot', 'amalfi lemon', 'white honey', 'rose', 'jasmine', 'peach', 'pepper', 'civetta', 'oak moss', 'leather', 'patchouli', 'woodsy notes', 'virginia cedar']","It smells like citrus peel, soap, and warm honey at first, then it's like biting into a ripe peach and walking through a forest floor covered in wet leaves."
"['ambergris', 'cardamom', 'coriander', 'cinnamon', 'peach', 'ylang-ylang', 'orange blossom', 'leather', 'woodsy notes']","It smells like warm plastic, peach, and sawdust."
"['jasmine', 'camelia', 'black pepper', 'beeswax', 'leather', 'guaiac wood', 'civet', 'ambergris', 'vetiver']","It smells like warm flowers, leather, and damp soil, with a hint of melted plastic and tree sap."
"['agarwood (oud)', 'aldehydes', 'bergamot', 'amber', 'rose', 'civetta', 'leather', 'patchouli', 'musk']","It smells like warm citrus, soap, and a hint of wet leaves, with a base of glue, smoky resin, and dry wood."
"['peach', 'bergamot', 'aldehydes', 'cambodian oud', 'carnation', 'patchouli', 'angelica', 'russian leather', 'musk', 'amber', 'oakmoss', 'patchouli']","It smells like warm peach and citrusy soap at first, then wet leaves and damp soil."
"['grass', 'violet leaf', 'citruses', 'nutmeg', 'vetiver', 'saffron', 'jasmine', 'animal notes', 'vanilla', 'sandalwood']","It smells like citrus peel, soap, and crushed leaves at first, then dry wood and glue."
"['black pepper', 'coriander', 'leather', 'carrot seeds', 'jasmine', 'civetta', 'olibanum', 'musk']","It smells like musk and soap at first, then leather and carrot seeds."
"['saffron', 'ylang-ylang', 'cardamom', 'geranium', 'leather', 'egyptian jasmine', 'labdanum', 'animal notes', 'patchouli']","It smells like warm plastic and soap at first, then it's like walking through a forest with wet leaves and earthy roots."
"['coriander', 'geranium', 'pink pepper', 'jasmine', 'rose', 'violet', 'ylang-ylang', 'animal notes', 'leather', 'musk']","It smells like a mix of soap, candy, and crushed leaves, with a subtle hint of leather and skin."
"['beeswax', 'birch', 'cloves', 'cardamom', 'leather', 'turkish rose', 'orange blossom', 'jasmine', 'civet', 'beeswax', 'agarwood (oud)', 'sandalwood', 'amber', 'cedar', 'patchouli', 'vetiver', 'cypriol oil or nagarmotha', 'musk']","It smells like warm honey, soap, and crushed leaves at first, then it settles into a scent that's like old books, dry wood, and a hint of skin."
